experiment,condition_type,participantid,sensationseeking,bored,enjoysamemovies_reverseCoded,practice_hits,control_hits,total,practice_minus_control,practice_plus_control,DR_score,DR_score_%,,
7,NA,2379,2,3,1,5,12,19,-7,17,-119,-0.207,,
7,NA,2380,1.5,2,1,5,12,20,-7,17,-119,-0.207,,
7,NA,2381,3,2,4,7,13,23,-6,20,-120,-0.208,,
7,NA,2382,4,4,4,13,17,32,-4,30,-120,-0.208,,
7,NA,2383,3.5,3,4,13,17,34,-4,30,-120,-0.208,,
7,NA,2384,4,4,4,13,17,32,-4,30,-120,-0.208,,
7,NA,2385,3,5,1,13,17,31,-4,30,-120,-0.208,,
7,NA,2386,3,4,2,7,13,23,-6,20,-120,-0.208,,
7,NA,2387,3,2,4,13,17,44,-4,30,-120,-0.208,,
7,NA,2388,3.5,3,4,13,17,35,-4,30,-120,-0.208,,
7,NA,2389,3.5,4,3,19,22,47,-3,41,-123,-0.214,,
7,NA,2390,2,1,3,10,15,27,-5,25,-125,-0.217,,
7,NA,2391,3.5,3,4,10,15,27,-5,25,-125,-0.217,,
7,NA,2392,3.5,3,4,10,15,27,-5,25,-125,-0.217,,
7,NA,2393,4,4,4,10,15,26,-5,25,-125,-0.217,,
7,NA,2394,3,4,2,10,15,27,-5,25,-125,-0.217,,
7,NA,2395,2,3,1,10,15,31,-5,25,-125,-0.217,,
7,NA,2396,4.5,4,5,14,18,33,-4,32,-128,-0.222,,
7,NA,2397,4,4,4,4,12,18,-8,16,-128,-0.222,,
7,NA,2398,2.5,3,2,4,12,17,-8,16,-128,-0.222,,
7,NA,2399,4,4,4,4,12,16,-8,16,-128,-0.222,,
7,NA,2400,3.5,4,3,14,18,33,-4,32,-128,-0.222,,
7,NA,2401,3,5,1,4,12,17,-8,16,-128,-0.222,,
7,NA,2402,2.5,3,2,20,23,46,-3,43,-129,-0.224,,
7,NA,2403,3.5,3,4,8,14,22,-6,22,-132,-0.229,,
7,NA,2404,2.5,4,1,8,14,23,-6,22,-132,-0.229,,
7,NA,2405,3,1,5,8,14,22,-6,22,-132,-0.229,,
7,NA,2406,3,3,3,8,14,23,-6,22,-132,-0.229,,
7,NA,2407,1.5,1,2,6,13,21,-7,19,-133,-0.231,,
7,NA,2408,2.5,4,1,6,13,23,-7,19,-133,-0.231,,
7,NA,2409,3,1,5,6,13,20,-7,19,-133,-0.231,,
7,NA,2410,2.5,3,2,11,16,29,-5,27,-135,-0.234,,
7,NA,2411,4,3,5,11,16,28,-5,27,-135,-0.234,,
7,NA,2412,3.5,3,4,11,16,28,-5,27,-135,-0.234,,
7,NA,2413,3,3,3,3,12,21,-9,15,-135,-0.234,,
7,NA,2414,4,5,3,11,16,30,-5,27,-135,-0.234,,
7,NA,2415,1.5,2,1,9,15,26,-6,24,-144,-0.250,,
7,NA,2416,4,4,4,9,15,26,-6,24,-144,-0.250,,
7,NA,2417,4,3,5,9,15,25,-6,24,-144,-0.250,,
7,NA,2418,1,1,1,9,15,26,-6,24,-144,-0.250,,
7,NA,2419,2,2,2,16,20,39,-4,36,-144,-0.250,,
7,NA,2420,4,3,5,9,15,24,-6,24,-144,-0.250,,
7,NA,2421,2,1,3,9,15,28,-6,24,-144,-0.250,,
7,NA,2422,3,3,3,9,15,28,-6,24,-144,-0.250,,
7,NA,2423,3.5,4,3,12,17,31,-5,29,-145,-0.252,,
7,NA,2424,3,3,3,12,17,31,-5,29,-145,-0.252,,
7,NA,2425,3.5,4,3,7,14,21,-7,21,-147,-0.255,,
7,NA,2426,3,3,3,7,14,23,-7,21,-147,-0.255,,
7,NA,2427,4,4,4,7,14,24,-7,21,-147,-0.255,,
7,NA,2428,2.5,3,2,7,14,25,-7,21,-147,-0.255,,
7,NA,2429,2,2,2,7,14,21,-7,21,-147,-0.255,,
7,NA,2430,3.5,4,3,7,14,23,-7,21,-147,-0.255,,
7,NA,2431,3,5,1,7,14,21,-7,21,-147,-0.255,,
7,NA,2432,3.5,4,3,4,13,17,-9,17,-153,-0.266,,
7,NA,2433,2.5,3,2,10,16,26,-6,26,-156,-0.271,,
7,NA,2434,2.5,2,3,10,16,27,-6,26,-156,-0.271,,
7,NA,2435,4,4,4,10,16,30,-6,26,-156,-0.271,,
7,NA,2436,2,2,2,10,16,30,-6,26,-156,-0.271,,
7,NA,2437,2,1,3,10,16,28,-6,26,-156,-0.271,,
7,NA,2438,4,5,3,10,16,27,-6,26,-156,-0.271,,
7,NA,2439,5,5,5,6,14,21,-8,20,-160,-0.278,,
7,NA,2440,3,2,4,6,14,23,-8,20,-160,-0.278,,
7,NA,2441,3,2,4,6,14,22,-8,20,-160,-0.278,,
7,NA,2442,2.5,1,4,8,15,27,-7,23,-161,-0.280,,
7,NA,2443,3.5,3,4,8,15,26,-7,23,-161,-0.280,,
7,NA,2444,2.5,3,2,8,15,23,-7,23,-161,-0.280,,
7,NA,2445,4,4,4,14,19,34,-5,33,-165,-0.286,,
7,NA,2446,4,4,4,11,17,31,-6,28,-168,-0.292,,
7,NA,2447,3.5,2,5,11,17,29,-6,28,-168,-0.292,,
7,NA,2448,1.5,2,1,9,16,28,-7,25,-175,-0.304,,
7,NA,2449,3,2,4,9,16,27,-7,25,-175,-0.304,,
7,NA,2450,3,3,3,9,16,26,-7,25,-175,-0.304,,
7,NA,2451,4,4,4,9,16,29,-7,25,-175,-0.304,,
7,NA,2452,3.5,3,4,7,15,23,-8,22,-176,-0.306,,
7,NA,2453,2,3,1,7,15,22,-8,22,-176,-0.306,,
7,NA,2454,3.5,3,4,7,15,23,-8,22,-176,-0.306,,
7,NA,2455,3,3,3,7,15,23,-8,22,-176,-0.306,,
7,NA,2456,4.5,4,5,16,21,39,-5,37,-185,-0.321,,
7,NA,2457,3,3,3,10,17,29,-7,27,-189,-0.328,,
7,NA,2458,2,3,1,10,17,27,-7,27,-189,-0.328,,
7,NA,2459,2.5,2,3,10,17,27,-7,27,-189,-0.328,,
7,NA,2460,3.5,4,3,8,16,27,-8,24,-192,-0.333,,
7,NA,2461,3,1,5,8,16,26,-8,24,-192,-0.333,,
7,NA,2462,2.5,3,2,8,16,26,-8,24,-192,-0.333,,
7,NA,2463,3.5,2,5,11,18,35,-7,29,-203,-0.352,,
7,NA,2464,3,2,4,7,16,25,-9,23,-207,-0.359,,
7,NA,2465,2.5,3,2,9,17,27,-8,26,-208,-0.361,,
7,NA,2466,2,1,3,12,19,32,-7,31,-217,-0.377,,
7,NA,2467,3,5,1,8,17,28,-9,25,-225,-0.391,,
7,NA,2468,3.5,2,5,9,18,28,-9,27,-243,-0.422,,
7,NA,2469,3,2,4,9,18,28,-9,27,-243,-0.422,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
